head	relation	tail
DB00526	targets	Q16678
DB04638	targets	O14983
DB08273	targets	P04211
DB00526	targets	P04798
DB00363	targets	P08913
DB01224	targets	P35348
DB00615	targets	P05177
DB01268	targets	P16234
DB00882	targets	P11509
DB00089	targets	Q04609
DB04977	targets	P05181
DB07574	targets	Q9BQE3
DB06209	targets	P08684
DB00502	targets	P24462
DB00139	targets	Q32P28
DB01618	targets	P11229
DB05036	targets	O14746
DB09076	targets	P08912
DB00421	targets	P04278
DB08864	targets	P08684
DB00580	targets	P33261
DB00497	targets	P20815
DB00731	targets	P20815
DB03087	targets	Q8WX39
DB04903	targets	P47869
DB08283	targets	P04062
DB02366	targets	P07477
DB00897	targets	P11712
DB04395	targets	Q96QT4
DB01016	targets	O95477
DB04574	targets	P03372
DB04522	targets	P05451
DB00477	targets	P34969
DB00622	targets	Q01668
DB00162	targets	Q92781
DB08533	targets	P24941
DB00257	targets	P11511
DB08326	targets	Q96GR2
DB00142	targets	O94925
DB00758	targets	P20813
DB00786	targets	P14780
DB01244	targets	P63316
DB01058	targets	Q9HB55
DB01958	targets	Q86XF0
DB04912	targets	P30519
DB08228	targets	P16083
DB01277	targets	P06213
DB00214	targets	P23219
DB08738	targets	P48147
DB01001	targets	P08588
DB00395	targets	P33261
DB01136	targets	P16581
DB06637	targets	Q96PR1
DB01367	targets	P05177
DB00046	targets	P05177
DB00675	targets	P11509
DB00788	targets	P11712
DB01060	targets	P33261
DB01438	targets	P35498
DB08051	targets	P27487
DB01007	targets	P05181
DB00006	targets	P05164
DB00215	targets	P35348
DB04857	targets	P14416
DB06945	targets	Q9UNA0
DB01548	targets	P41145
DB01074	targets	P20813
DB00220	targets	P20813
DB00794	targets	P43681
DB00489	targets	Q12809
DB07053	targets	P37231
DB03639	targets	P49366
DB00652	targets	P35372
DB07218	targets	Q9UQF2
DB07421	targets	P10275
DB01252	targets	P16662
DB00619	targets	P16234
DB00852	targets	P23975
DB01041	targets	P01375
DB07664	targets	Q16566
DB00997	targets	P47989
DB06216	targets	P28223
DB00264	targets	P07550
DB00996	targets	P30542
DB00017	targets	P30988
DB05786	targets	Q96AE4
DB01169	targets	P27361
DB06080	targets	P35968
DB00458	targets	P08173
DB03251	targets	P07477
DB00958	targets	P09488
DB08413	targets	P05187
DB03225	targets	P14920
DB02264	targets	P14210
DB00066	targets	P23945
DB00182	targets	P25100
DB00463	targets	Q9UN88
DB08690	targets	P00156
DB06725	targets	P11712
DB00753	targets	P05181
DB00370	targets	P18825
DB00114	targets	P11216
DB00110	targets	P08637
DB00110	targets	P02746
DB06711	targets	P35348
DB06702	targets	P08684
DB01544	targets	P11509
DB05073	targets	Q96EB6
DB07895	targets	P49356
DB01224	targets	P34969
DB00184	targets	P08684
DB00074	targets	P12314
DB08848	targets	P30531
DB05382	targets	P03915
DB00028	targets	P0C0L5
DB08353	targets	P68400
DB00151	targets	Q9Y697
DB02994	targets	P29474
DB04917	targets	Q13639
DB06956	targets	P07900
DB05109	targets	P10635
DB00768	targets	P29034
DB03010	targets	P07437
DB01142	targets	P25021
DB00224	targets	P08684
DB00795	targets	P24752
DB08200	targets	P06276
DB00141	targets	O60512
DB08357	targets	P22303
DB01065	targets	P49286
DB06846	targets	P04035
DB07873	targets	O95749
DB00334	targets	P41595
DB08620	targets	Q494W8
DB00261	targets	P05177
DB00092	targets	P02747
DB01224	targets	P21728
DB03401	targets	Q14643
DB02162	targets	P49773
DB00246	targets	P08172
DB00216	targets	P34969
DB01181	targets	P11712
DB05080	targets	Q9Y5N1
DB06841	targets	P00734
DB00844	targets	P35372
DB07027	targets	P00734
DB07778	targets	Q9UDW1
DB07659	targets	P00734
DB05161	targets	P08246
DB08167	targets	P22303
DB00887	targets	P55011
DB05829	targets	P49190
DB01623	targets	P14416
DB00744	targets	O60656
DB00298	targets	P25100
DB07778	targets	P08574
DB03385	targets	P00918
DB04920	targets	Q13936
DB00393	targets	Q13936
DB00231	targets	P30536
DB00976	targets	P10635
DB05759	targets	P08069
DB00161	targets	P54687
DB00897	targets	P30536
DB01355	targets	P33261
DB07389	targets	P35228
DB00477	targets	P62158
DB00774	targets	P05023
DB01037	targets	P20813
DB00922	targets	Q14654
DB06741	targets	P35503
DB00801	targets	P31644
DB02556	targets	P06850
DB00146	targets	O15528
DB00144	targets	Q16760
DB00321	targets	P08684
DB00753	targets	O14764
DB00818	targets	P18507
DB00431	targets	P18505
DB00025	targets	P00734
DB02597	targets	P08473
DB01193	targets	P07550
DB03203	targets	P15151
DB05492	targets	P35348
DB01079	targets	Q13639
DB00285	targets	P10635
DB01115	targets	Q09470
DB01364	targets	P22303
DB01244	targets	P62158
DB02759	targets	P61626
DB04105	targets	P00325
DB00173	targets	P78362
DB05494	targets	P27707
DB00316	targets	P05177
DB00721	targets	Q9Y5Y9
DB08056	targets	P06239
DB00667	targets	P11712
DB02047	targets	P23219
DB06650	targets	P11836
DB00157	targets	P47989
DB01162	targets	P35348
DB01215	targets	P08684
DB04888	targets	P08908
DB06637	targets	Q14003
DB08487	targets	P00742
DB00835	targets	P05181
DB02755	targets	P20645
DB00404	targets	P31644
DB05022	targets	P11388
DB06094	targets	P04792
DB00686	targets	P05230
DB00075	targets	P00736
DB06977	targets	P17612
DB01254	targets	P06239
DB01236	targets	P20813
DB04315	targets	P10114
DB08515	targets	P28072
DB00176	targets	P05181
DB00726	targets	P13945
DB01591	targets	P08172
DB00254	targets	Q9UM07
DB01110	targets	P11712
DB01595	targets	P14867
DB00143	targets	O60760
DB03461	targets	P04035
DB01234	targets	P20813
DB00098	targets	P05106
DB01291	targets	P07550
DB00454	targets	P08912
DB00544	targets	P04818
DB00521	targets	P07550
DB00731	targets	P24462
DB04890	targets	P35367
DB07065	targets	P24941
DB00126	targets	Q96KS0
DB06879	targets	P35228
DB02659	targets	P24311
DB04315	targets	P13639
DB01106	targets	O95665
DB01131	targets	P05181
DB01234	targets	Q9HB55
DB00457	targets	P08913
DB04469	targets	Q08499
DB00143	targets	P30711
DB05147	targets	Q13748
DB05745	targets	P09960
DB01189	targets	P42261
DB07182	targets	P15086
DB08180	targets	P49354
DB01388	targets	Q13936
DB00121	targets	P50747
DB00142	targets	Q9ULK0
DB07503	targets	P48736
DB01182	targets	Q14524
DB00988	targets	Q01959
DB00135	targets	P17735
DB07851	targets	P27487
DB02563	targets	P30084
DB05187	targets	Q03181
DB00633	targets	P08913
DB04147	targets	Q02127
DB00114	targets	Q16719
DB08453	targets	P47985
DB05428	targets	P31350
DB00740	targets	Q9UPY5
DB05471	targets	Q00653
DB05139	targets	Q9GZP0
DB01101	targets	P23141
DB01437	targets	P18507
DB00988	targets	P21728
DB00543	targets	P23975
DB05223	targets	Q9UBN7
DB00651	targets	P27815
DB08811	targets	Q14432
DB00872	targets	P08684
DB08930	targets	P22309
DB01049	targets	Q16445
DB08932	targets	P25101
DB00356	targets	P05181
DB01217	targets	P08684
DB00203	targets	O76074
DB05412	targets	P01584
DB08080	targets	Q969V6
DB01708	targets	Q05586
DB01238	targets	P28335
DB08550	targets	P11086
DB09079	targets	P36888
DB02623	targets	P60953
DB00165	targets	P04798
DB04616	targets	P22303
DB00748	targets	P10632
DB02379	targets	O14594
DB00193	targets	P08684
DB00201	targets	P27815
DB00051	targets	P02747
DB00002	targets	P09871
DB00143	targets	P78417
DB00186	targets	P14867
DB07431	targets	P24941
DB07637	targets	P19235
DB08426	targets	P00742
DB08780	targets	O14757
DB00995	targets	O14920
DB01191	targets	P11712
DB00832	targets	P33261
DB00321	targets	P28221
DB08885	targets	P15692
DB03010	targets	Q13748
DB01238	targets	P35367
DB04464	targets	P0CG48
DB01088	targets	Q08499
DB02207	targets	P35228
DB02210	targets	P04054
DB01698	targets	P10635
DB08197	targets	P07900
DB06706	targets	Q05940
DB01466	targets	P16435
DB00072	targets	P12314
DB00468	targets	P08684
DB00843	targets	P10635
DB00517	targets	P11229
DB01826	targets	P02144
DB08235	targets	O15145
DB01734	targets	P18031
DB00218	targets	P11388
DB00286	targets	P08684
DB06101	targets	P17948
DB01183	targets	P35372
DB00481	targets	P10632
DB07239	targets	P27487
DB08538	targets	P24941
DB00359	targets	P05181
DB04881	targets	P08183
DB03147	targets	Q92947
DB04459	targets	P00746
DB00987	targets	P32320
DB05905	targets	Q13639
DB07842	targets	P37231
DB01184	targets	P10635
DB01587	targets	P14867
DB02745	targets	P62312
DB06709	targets	P20309
DB00499	targets	P08684
DB00158	targets	Q92820
DB03088	targets	P0CG04
DB00721	targets	Q9H2S1
DB06216	targets	P28222
DB08813	targets	P16109
DB00536	targets	P07998
DB02418	targets	P62837
DB00191	targets	P23975
DB00778	targets	P08183
DB08814	targets	P19838
DB04094	targets	P62942
DB04395	targets	P55072
DB01110	targets	Q9NPA1
DB04602	targets	P61927
DB01129	targets	P20648
DB03401	targets	P35241
DB00898	targets	Q13936
DB00075	targets	P02746
DB07592	targets	P43235
DB00725	targets	P08173
DB00897	targets	P24462
DB06720	targets	P04062
DB06865	targets	P00734
DB00129	targets	P50440
DB00454	targets	P35372
DB01159	targets	Q9NPC2
DB06196	targets	P15144
DB01238	targets	P21918
DB00674	targets	P17787
DB01223	targets	P08684
DB02709	targets	P05177
DB03428	targets	P24941
DB05339	targets	P08908
DB08930	targets	Q9HB55
DB01579	targets	P23975
DB03661	targets	P07711
DB08195	targets	P25774
DB07230	targets	Q92731
DB06204	targets	P23975
DB00969	targets	P05177
DB00143	targets	Q9NS18
DB03904	targets	P00918
DB04306	targets	Q86XF0
DB03330	targets	Q04760
DB03991	targets	Q9Y3R4
DB00514	targets	P11712
DB04905	targets	P08183
DB07395	targets	P06737
DB07401	targets	P47985
DB07336	targets	O14757
DB00659	targets	O14764
DB02308	targets	P35030
DB00795	targets	P35354
DB00397	targets	P05177
DB07586	targets	Q9BY41
DB00316	targets	P11245
DB07089	targets	P56817
DB00925	targets	P08913
DB00589	targets	P41595
DB00518	targets	P08684
DB02887	targets	P15531
DB05129	targets	P11388
DB01497	targets	P41145
DB00508	targets	P21728
DB00142	targets	Q16099
DB08173	targets	P00742
DB08258	targets	P34913
DB08818	targets	P10915
DB00675	targets	P05181
DB00980	targets	P08684
DB01962	targets	P08631
DB05252	targets	P35228
DB00241	targets	Q13002
DB03496	targets	P49336
DB03976	targets	P07478
DB07294	targets	P13631
DB03023	targets	P12931
DB03959	targets	P14210
DB01406	targets	P13500
DB07029	targets	P35228
DB00540	targets	P35367
DB00347	targets	O43497
DB01842	targets	P07998
DB00074	targets	P02747
DB05386	targets	P06276
DB04101	targets	P24941
DB00300	targets	P27144
DB04444	targets	P63096
DB00208	targets	P33261
DB00470	targets	P11712
DB00879	targets	P27707
DB01410	targets	P08684
DB00582	targets	P33261
DB05194	targets	P04141
DB00147	targets	O00764
DB00313	targets	P19224
DB00500	targets	P35354
DB03633	targets	P17900
DB01953	targets	Q16539
DB08386	targets	Q9Y233
DB00668	targets	P35368
DB03372	targets	P60568
DB08614	targets	Q9UNI1
DB00284	targets	P10253
DB07115	targets	Q8N1Q1
DB00139	targets	Q99643
DB06404	targets	P05155
DB06694	targets	P18089
DB00186	targets	P18507
DB00526	targets	P00441
DB03349	targets	P49773
DB04786	targets	P21817
DB00822	targets	P05181
DB01079	targets	P11712
DB01151	targets	P08173
DB06822	targets	P48061
DB07364	targets	Q00535
DB07788	targets	P28482
DB00129	targets	O95190
DB00909	targets	P43166
DB00543	targets	Q8N1C3
DB01559	targets	P31644
DB00981	targets	P22303
DB00553	targets	P11509
DB07247	targets	P13726
DB00938	targets	P10632
DB03740	targets	P04062
DB07108	targets	Q07817
DB05864	targets	P50579
DB00398	targets	P09619
DB09049	targets	P33261
DB00563	targets	P31939
DB01026	targets	P10275
DB00849	targets	P43681
DB01359	targets	P28222
DB01412	targets	P05181
DB02587	targets	Q08462
DB08805	targets	P25021
DB00056	targets	P02746
DB04715	targets	P11309
DB07995	targets	Q8TF76
DB01915	targets	Q9BWD1
DB05744	targets	P02741
DB01054	targets	O95180
DB00157	targets	Q9UI09
DB01201	targets	Q9HB55
DB08632	targets	P69905
DB01167	targets	P05181
DB06772	targets	P10632
DB00918	targets	P21397
DB08888	targets	P08697
DB00653	targets	Q08289
DB01267	targets	P21728
DB01206	targets	P08684
DB01870	targets	P19961
DB03373	targets	P07477
DB03435	targets	P46976
DB00363	targets	P08912
DB00100	targets	P38435
DB01186	targets	P28221
DB00048	targets	P08123
DB00898	targets	P48169
DB07798	targets	P11086
DB04840	targets	P04798
DB04141	targets	P14927
DB00142	targets	P48507
DB01354	targets	P48169
DB00185	targets	Q01740
DB00186	targets	Q16445
DB07700	targets	P42330
DB08088	targets	P10275
DB07353	targets	P00734
DB01048	targets	P28332
DB00773	targets	P20815
DB00157	targets	P30043
DB00623	targets	P21728
DB01036	targets	P33261
DB00530	targets	P04798
DB00543	targets	O14764
DB05134	targets	P07900
DB05509	targets	P08908
DB01427	targets	Q07343
DB09078	targets	P10721
DB07950	targets	Q16773
DB00540	targets	P11712
DB01231	targets	P20309
DB01075	targets	P23219
DB00116	targets	P34896
DB00436	targets	P51580
DB00934	targets	P35367
DB00157	targets	P03905
DB02778	targets	P09467
DB05676	targets	Q07343
DB00373	targets	P33261
DB01035	targets	P26358
DB00834	targets	P10635
DB00117	targets	P42357
DB05773	targets	P08684
DB00266	targets	Q9BQB6
DB00241	targets	P36544
DB02624	targets	P19634
DB03276	targets	P62993
DB07307	targets	Q16539
DB00312	targets	Q05586
DB00543	targets	P08912
DB05235	targets	P10827
DB03084	targets	P53779
DB03710	targets	P29475
DB00002	targets	P02745
DB00142	targets	Q6YP21
DB07450	targets	P15121
DB00622	targets	P20309
DB00451	targets	P10828
DB07651	targets	P18031
DB03740	targets	P12821
DB07827	targets	P45452
DB01403	targets	P20309
DB00458	targets	P21918
DB01424	targets	P05177
DB07652	targets	Q9UBT6
DB00454	targets	Q12879
DB08631	targets	P11086
DB00332	targets	P11229
DB08804	targets	P11511
DB00945	targets	P10632
DB00142	targets	Q13003
DB00078	targets	P02747
DB00814	targets	P08684
DB00696	targets	P28221
DB00135	targets	P54577
DB05452	targets	P37288
DB00334	targets	P08173
DB00448	targets	P10635
DB00571	targets	P08684
DB03783	targets	P33261
DB00477	targets	P21728
DB00268	targets	P18089
DB06738	targets	P20813
DB00568	targets	P14416
DB00402	targets	P23219
DB00176	targets	P10635
DB05134	targets	P08238
DB00572	targets	P11229
DB00818	targets	Q99928
DB00598	targets	P35368
DB03754	targets	P07585
DB03632	targets	Q13231
DB04856	targets	P08684
DB00163	targets	P00441
DB01223	targets	P30542
DB01352	targets	Q13002
DB00611	targets	P41143
DB00455	targets	P08684
DB08513	targets	P06213
DB01588	targets	P08684
DB06203	targets	P27487
DB00762	targets	P22309
DB01255	targets	Q01959
DB01437	targets	P05108
DB01752	targets	O60678
DB04643	targets	P11217
DB04841	targets	P62158
DB04941	targets	Q5XXA6
DB08864	targets	P20813
DB00466	targets	P14867
DB00635	targets	P33261
DB00958	targets	P00441
DB00794	targets	P11712
DB04185	targets	P00480
DB01137	targets	P11388
DB01159	targets	Q16445
DB00139	targets	P55809
DB05798	targets	P13861
DB05266	targets	P27815
DB06899	targets	P00797
DB07286	targets	P10275
DB05475	targets	O60603
DB00683	targets	Q9UN88
DB01021	targets	P00915
DB00153	targets	P11473
DB03664	targets	P30085
DB00475	targets	P47869
DB06287	targets	P08684
DB06148	targets	P35462
DB07135	targets	P27487
DB01221	targets	P41143
DB02007	targets	P11217
DB01589	targets	P33261
DB00472	targets	P33261
DB00770	targets	P43116
DB01355	targets	P05177
DB08809	targets	Q15118
DB01054	targets	Q13698
DB01215	targets	Q16445
DB03894	targets	P27338
DB00142	targets	P00505
DB08674	targets	P49354
DB01055	targets	P14679
DB06777	targets	Q96RI1
DB04315	targets	P62491
DB00334	targets	Q8N1C3
DB00463	targets	P43681
DB00709	targets	Q8TCD5
DB00241	targets	P48169
DB04387	targets	P00797
DB00823	targets	P03372
DB00935	targets	P35348
DB00999	targets	P22748
DB01030	targets	P11387
DB08355	targets	P20248
DB00829	targets	P20815
DB07485	targets	P62508
DB02096	targets	P00813
DB08818	targets	Q86UW8
DB03849	targets	Q08499
DB01075	targets	P10635
DB03512	targets	P07998
DB00668	targets	P35348
DB00540	targets	P08912
DB08893	targets	P06276
DB04141	targets	P16442
DB00548	targets	P31213
DB00224	targets	P20815
DB01765	targets	P68400
DB00589	targets	P18089
DB00755	targets	P51843
DB04544	targets	P11217
DB08019	targets	P29475
DB00242	targets	P00491
DB00342	targets	P11712
DB00589	targets	P08684
DB04868	targets	P10635
DB01049	targets	Q13639
DB00171	targets	Q16671
DB00231	targets	P48169
DB01791	targets	Q08499
DB07613	targets	O60760
DB06637	targets	P17658
DB03796	targets	P10632
DB00745	targets	P35368
DB00617	targets	P11712
DB03127	targets	P68400
DB01704	targets	P17538
DB00651	targets	P30542
DB07522	targets	P00734
DB01564	targets	P10275
DB00122	targets	P22303
DB00025	targets	Q8NI22
DB01785	targets	P14324
DB00114	targets	Q99259
DB00313	targets	P11509
DB01076	targets	P11712
DB05892	targets	P01138
DB01149	targets	P23975
DB00363	targets	P35462
DB00421	targets	P10275
DB00142	targets	Q9H1K4
DB07546	targets	P19784
DB00433	targets	P10635
DB00150	targets	P23381
DB03191	targets	Q00266
DB04799	targets	P08574
DB05470	targets	P01584
DB00852	targets	P60568
DB00381	targets	P20813
DB08815	targets	P34969
DB07377	targets	P50579
DB06919	targets	P00734
DB08182	targets	P20248
DB01594	targets	P28476
DB00201	targets	Q14643
DB00312	targets	P47870
DB00531	targets	P33261
DB00869	targets	P00918
DB00231	targets	Q16445
DB00543	targets	P31644
DB00360	targets	P35354
DB04216	targets	P08631
DB00435	targets	P05091
DB00231	targets	Q99928
DB00347	targets	P11712
DB00199	targets	P08684
DB02527	targets	Q9UL51
DB07540	targets	P24941
DB00039	targets	P22607
DB01017	targets	P09917
DB00005	targets	P20333
DB00227	targets	P04035
DB03044	targets	Q16539
DB04841	targets	P04798
DB00773	targets	P05177
DB05072	targets	P25103
DB00322	targets	P04818
DB07364	targets	Q15078
DB00683	targets	Q16445
DB00458	targets	P08908
DB00988	targets	P21918
DB01159	targets	P23415
DB00601	targets	P27338
DB02827	targets	P18031
DB01189	targets	P48169
DB00908	targets	P10635
DB00929	targets	P43115
DB02850	targets	P32754
DB00501	targets	P31513
DB07016	targets	P00734
DB01420	targets	P22309
DB03307	targets	P24941
DB07815	targets	Q6P093
DB03144	targets	P29475
DB06016	targets	P10635
DB06878	targets	P00734
DB02309	targets	P00492
DB08486	targets	P69905
DB09075	targets	P00742
DB00116	targets	P11586
DB04867	targets	P32238
DB00363	targets	P11229
DB02545	targets	Q96RI1
DB00425	targets	P24462
DB01439	targets	P35372
DB08464	targets	P08238
DB04953	targets	P35503
DB06288	targets	P34969
DB01346	targets	O00180
DB04794	targets	P11511
DB04462	targets	P68400
DB00172	targets	P13674
DB01594	targets	O14764
DB01183	targets	P41145
DB02692	targets	P35228
DB02032	targets	P12821
DB01520	targets	Q8TCU5
DB02705	targets	P00749
DB04859	targets	P22303
DB01429	targets	P62158
DB08141	targets	P24941
DB07161	targets	O60674
DB07954	targets	O60658
DB03577	targets	P15309
DB01694	targets	P21283
DB01623	targets	P10635
DB04707	targets	P61925
DB00100	targets	P00451
DB00145	targets	O75600
DB00371	targets	P47870
DB06144	targets	P35348
DB00248	targets	P28335
DB04871	targets	P08684
DB04151	targets	P68133
DB06216	targets	P18089
DB01233	targets	P15538
DB08690	targets	P22695
DB00097	targets	P23945
DB08057	targets	P06239
DB07844	targets	P00742
DB00751	targets	P35367
DB01496	targets	P14867
DB01197	targets	P14780
DB00188	targets	P10635
DB01388	targets	Q01668
DB07919	targets	P21397
DB00809	targets	P20309
DB00934	targets	P08172
DB06414	targets	P33261
DB00851	targets	P05177
DB00157	targets	P00338
DB00980	targets	P33261
DB01863	targets	Q9H4M7
DB04739	targets	P12931
DB00289	targets	Q13224
DB04855	targets	P35368
DB01118	targets	P08684
DB00263	targets	P11712
DB00805	targets	P10635
DB00996	targets	Q8TCU5
DB01392	targets	Q14654
DB00543	targets	P28223
DB06271	targets	P05546
DB00297	targets	P10635
DB00121	targets	Q9HCC0
DB00526	targets	P05177
